uf,ano,faixa_etaria,numero_dose,reforco,imunizante,doenca,meta,meta_atingida,populacao,qt_dose,homog_geo,cobertura,abandono,ultima_dose
PA,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,155445,154418,71.3287,99.3393,5.60266,1
AP,2008,0,3,0,,Haemophilus influenzae tipo b,95,0,15843,14859,62.5,93.7891,5.42897,1
TO,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,26061,25615,62.5899,98.2886,-4.04566,1
MA,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,132649,137014,76.9585,103.291,4.27036,1
PI,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,52740,53023,71.7489,100.537,-1.81654,1
CE,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,135513,138661,90.7609,102.323,-5.6167,1
RN,2008,0,3,0,,Haemophilus influenzae tipo b,95,0,51173,46121,61.6766,90.1276,4.51929,1
PB,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,60539,62600,67.713,103.404,1.11522,1
PE,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,147244,152219,82.1622,103.379,-0.74857,1
AL,2008,0,3,0,,Haemophilus influenzae tipo b,95,0,58340,52840,65.6863,90.5725,2.38315,1
SE,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,35188,36861,73.3333,104.754,-2.261,1
BA,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,229589,219134,72.1823,95.4462,3.23159,1
MG,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,270979,262327,73.0363,96.8071,-1.05513,1
ES,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,54099,52075,83.3333,96.2587,-1.2561,1
RJ,2008,0,3,0,,Haemophilus influenzae tipo b,95,0,215458,195370,61.9565,90.6766,4.74403,1
SP,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,600407,584784,71.3178,97.3979,0.546431,1
PR,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,153042,146966,60.9023,96.0298,0.00340203,1
SC,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,85980,82960,63.8225,96.4876,-0.726063,1
RS,2008,0,3,0,,Haemophilus influenzae tipo b,95,0,140104,126177,55.2419,90.0595,2.12844,1
MS,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,40894,40095,55.1282,98.0462,1.10744,1
MT,2008,0,3,0,,Haemophilus influenzae tipo b,95,0,53100,49594,78.7234,93.3974,2.34133,1
GO,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,92473,92006,73.1707,99.495,2.97387,1
DF,2008,0,3,0,,Haemophilus influenzae tipo b,95,1,42010,43732,100.0,104.099,-1.02802,1
RO,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,27056,27570,78.8462,101.9,,0
AC,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,17176,17929,50.0,104.384,,0
AM,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,79422,82092,93.5484,103.362,,0
RR,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,10141,10483,93.3333,103.372,,0
PA,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,154221,154023,81.8182,99.8716,,0
AP,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,15905,15669,93.75,98.5162,,0
TO,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,25835,24679,71.9424,95.5255,,0
MA,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,129752,138599,87.5576,106.818,,0
PI,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,51567,50955,76.6816,98.8132,,0
CE,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,134276,133503,86.413,99.4243,,0
RN,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,50820,49182,76.0479,96.7769,,0
PB,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,59413,61907,73.0942,104.198,,0
PE,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,145543,150691,83.2432,103.537,,0
AL,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,57183,59306,83.3333,103.713,,0
SE,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,35011,34829,77.3333,99.4802,,0
BA,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,224510,229281,88.4892,102.125,,0
MG,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,265032,257884,85.3458,97.303,,0
ES,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,53568,52147,93.5897,97.3473,,0
RJ,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,213113,212671,84.7826,99.7926,,0
SP,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,596634,593577,84.8062,99.4876,,0
PR,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,151686,148653,73.6842,98.0005,,0
SC,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,85748,84220,78.157,98.218,,0
RS,2009,0,1,0,,Haemophilus influenzae tipo b,95,0,136690,128242,66.9355,93.8196,,0
MS,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,40814,41187,88.4615,100.914,,0
MT,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,53018,50442,85.1064,95.1413,,0
GO,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,91314,91365,81.3008,100.056,,0
DF,2009,0,1,0,,Haemophilus influenzae tipo b,95,1,41961,43362,100.0,103.339,,0
RO,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,27056,28475,88.4615,105.245,-3.28255,0
AC,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,17176,17384,50.0,101.211,3.03977,0
AM,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,79422,77854,80.6452,98.0257,5.1625,0
RR,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,10141,10044,86.6667,99.0435,4.18773,0
PA,2009,0,2,0,,Haemophilus influenzae tipo b,95,0,154221,146177,74.1259,94.7841,5.09404,0
AP,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,15905,15415,100.0,96.9192,1.62104,0
TO,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,25835,25594,79.1367,99.0672,-3.70761,0
MA,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,129752,135247,81.106,104.235,2.41849,0
PI,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,51567,52030,78.0269,100.898,-2.1097,0
CE,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,134276,135348,88.0435,100.798,-1.38199,0
RN,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,50820,49919,76.6467,98.2271,-1.49852,0
PB,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,59413,63617,80.2691,107.076,-2.76221,0
PE,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,145543,153088,85.4054,105.184,-1.59067,0
AL,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,57183,59198,89.2157,103.524,0.182106,0
SE,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,35011,35745,88.0,102.096,-2.62999,0
BA,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,224510,228381,86.0911,101.724,0.392531,0
MG,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,265032,262613,84.9941,99.0873,-1.83377,0
ES,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,53568,53043,93.5897,99.0199,-1.71822,0
RJ,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,213113,209977,80.4348,98.5285,1.26675,0
SP,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,596634,594594,80.3101,99.6581,-0.171334,0
PR,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,151686,147667,72.6817,97.3504,0.66329,0
SC,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,85748,83897,76.4505,97.8413,0.383519,0
RS,2009,0,2,0,,Haemophilus influenzae tipo b,95,0,136690,129103,66.9355,94.4495,-0.671387,0
MS,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,40814,41822,87.1795,102.47,-1.54175,0
MT,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,53018,50472,85.1064,95.1979,-0.0594742,0
GO,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,91314,89959,80.8943,98.5161,1.53888,0
DF,2009,0,2,0,,Haemophilus influenzae tipo b,95,1,41961,43130,100.0,102.786,0.535031,0
RO,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,27056,30015,86.5385,110.937,-8.86833,1
AC,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,17176,16995,45.4545,98.9462,5.20944,1
AM,2009,0,3,0,,Haemophilus influenzae tipo b,95,0,79422,73246,62.9032,92.2238,10.7757,1
RR,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,10141,10179,53.3333,100.375,2.89993,1
PA,2009,0,3,0,,Haemophilus influenzae tipo b,95,0,154221,145146,70.6294,94.1156,5.76342,1
AP,2009,0,3,0,,Haemophilus influenzae tipo b,95,0,15905,14900,87.5,93.6812,4.90778,1
TO,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,25835,26876,84.8921,104.029,-8.90231,1
MA,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,129752,134411,80.6452,103.591,3.02167,1
PI,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,51567,52667,76.6816,102.133,-3.35983,1
CE,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,134276,139867,90.2174,104.164,-4.76693,1
RN,2009,0,3,0,,Haemophilus influenzae tipo b,95,0,50820,48251,74.2515,94.9449,1.89297,1
PB,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,59413,63987,81.1659,107.699,-3.35988,1
PE,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,145543,152974,81.6216,105.106,-1.51502,1
AL,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,57183,58811,85.2941,102.847,0.834654,1
SE,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,35011,37038,92.0,105.79,-6.34242,1
BA,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,224510,224214,82.2542,99.8682,2.20995,1
MG,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,265032,266920,87.1043,100.712,-3.5039,1
ES,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,53568,54008,97.4359,100.821,-3.56876,1
RJ,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,213113,205995,79.3478,96.66,3.13912,1
SP,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,596634,593932,82.7907,99.5471,-0.0598069,1
PR,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,151686,150446,74.4361,99.1825,-1.20616,1
SC,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,85748,85746,77.4744,99.9977,-1.81192,1
RS,2009,0,3,0,,Haemophilus influenzae tipo b,95,0,136690,126894,61.4919,92.8334,1.05114,1
MS,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,40814,43084,93.5897,105.562,-4.60582,1
MT,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,53018,51430,86.5248,97.0048,-1.95869,1
GO,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,91314,90826,82.9268,99.4656,0.589941,1
DF,2009,0,3,0,,Haemophilus influenzae tipo b,95,1,41961,45012,100.0,107.271,-3.80518,1
RO,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,26560,26835,78.8462,101.035,,0
AC,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,16839,16456,36.3636,97.7255,,0
AM,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,79892,79705,80.6452,99.7659,,0
RR,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,10256,9979,66.6667,97.2991,,0
PA,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,152009,151496,86.7133,99.6625,,0
AP,2010,0,1,0,,Haemophilus influenzae tipo b,95,0,16065,14965,75.0,93.1528,,0
TO,2010,0,1,0,,Haemophilus influenzae tipo b,95,0,25468,23840,73.3813,93.6077,,0
MA,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,126158,133011,86.6359,105.432,,0
PI,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,50066,49105,71.3004,98.0805,,0
CE,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,132386,130057,86.413,98.2408,,0
RN,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,50021,48298,74.8503,96.5555,,0
PB,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,57985,59915,68.1614,103.328,,0
PE,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,143402,143531,81.0811,100.09,,0
AL,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,55915,56257,76.4706,100.612,,0
SE,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,34633,34593,86.6667,99.8845,,0
BA,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,219580,216104,79.8561,98.417,,0
MG,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,259428,255464,81.9461,98.472,,0
ES,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,53144,51753,84.6154,97.3826,,0
RJ,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,211425,206674,72.8261,97.7529,,0
SP,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,592417,591272,81.7054,99.8067,,0
PR,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,150073,149174,69.9248,99.401,,0
SC,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,85111,83701,75.0853,98.3433,,0
RS,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,133057,127895,64.1129,96.1205,,0
MS,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,40620,40876,80.7692,100.63,,0
MT,2010,0,1,0,,Haemophilus influenzae tipo b,95,0,52325,47823,73.7589,91.3961,,0
GO,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,90153,91196,71.9512,101.157,,0
DF,2010,0,1,0,,Haemophilus influenzae tipo b,95,1,41833,41684,0.0,99.6438,,0
RO,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,26560,26651,75.0,100.343,0.685672,0
AC,2010,0,2,0,,Haemophilus influenzae tipo b,95,0,16839,15911,45.4545,94.489,3.31186,0
AM,2010,0,2,0,,Haemophilus influenzae tipo b,95,0,79892,74404,69.3548,93.1307,6.65077,0
RR,2010,0,2,0,,Haemophilus influenzae tipo b,95,0,10256,9468,73.3333,92.3167,5.12075,0
PA,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,152009,147323,82.5175,96.9173,2.75453,0
AP,2010,0,2,0,,Haemophilus influenzae tipo b,95,0,16065,14327,75.0,89.1814,4.26328,0
TO,2010,0,2,0,,Haemophilus influenzae tipo b,95,0,25468,23721,74.8201,93.1404,0.499161,0
MA,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,126158,129864,81.106,102.938,2.36597,0
PI,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,50066,49114,68.1614,98.0985,-0.0183281,0
CE,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,132386,131575,84.7826,99.3874,-1.16718,0
RN,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,50021,48180,74.2515,96.3195,0.244317,0
PB,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,57985,59938,71.7489,103.368,-0.0383877,0
PE,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,143402,144416,83.2432,100.707,-0.616592,0
AL,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,55915,55349,78.4314,98.9877,1.61402,0
SE,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,34633,34024,84.0,98.2416,1.64484,0
BA,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,219580,213931,78.4173,97.4274,1.00553,0
MG,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,259428,259296,84.0563,99.9491,-1.50002,0
ES,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,53144,51972,82.0513,97.7947,-0.423164,0
RJ,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,211425,203206,66.3043,96.1126,1.678,0
SP,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,592417,590754,78.1395,99.7193,0.0876077,0
PR,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,150073,148856,70.1754,99.1891,0.213174,0
SC,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,85111,83295,70.9898,97.8663,0.48506,0
RS,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,133057,128007,67.5403,96.2046,-0.0875718,0
MS,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,40620,40308,75.641,99.2319,1.38957,0
MT,2010,0,2,0,,Haemophilus influenzae tipo b,95,0,52325,47407,71.6312,90.6011,0.869874,0
GO,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,90153,89516,76.8293,99.2934,1.84219,0
DF,2010,0,2,0,,Haemophilus influenzae tipo b,95,1,41833,41404,0.0,98.9745,0.671721,0
RO,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,26560,26750,69.2308,100.715,0.316751,1
AC,2010,0,3,0,,Haemophilus influenzae tipo b,95,0,16839,15618,45.4545,92.749,5.09237,1
AM,2010,0,3,0,,Haemophilus influenzae tipo b,95,0,79892,71128,54.8387,89.0302,10.7609,1
RR,2010,0,3,0,,Haemophilus influenzae tipo b,95,0,10256,9202,73.3333,89.7231,7.78635,1
PA,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,152009,144658,74.1259,95.1641,4.51365,1
AP,2010,0,3,0,,Haemophilus influenzae tipo b,95,0,16065,13360,68.75,83.1622,10.725,1
TO,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,25468,24281,74.8201,95.3392,-1.84983,1
MA,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,126158,129010,81.5668,102.261,3.00802,1
PI,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,50066,49514,68.6099,98.8975,-0.832909,1
CE,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,132386,133313,87.5,100.7,-2.50352,1
RN,2010,0,3,0,,Haemophilus influenzae tipo b,95,0,50021,46487,68.2635,92.935,3.74964,1
PB,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,57985,60788,75.7848,104.834,-1.45706,1
PE,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,143402,144908,83.2432,101.05,-0.959375,1
AL,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,55915,54905,70.5882,98.1937,2.40326,1
SE,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,34633,35017,82.6667,101.109,-1.22568,1
BA,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,219580,210287,73.6211,95.7678,2.69176,1
MG,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,259428,256288,79.4842,98.7896,-0.32255,1
ES,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,53144,52194,84.6154,98.2124,-0.852125,1
RJ,2010,0,3,0,,Haemophilus influenzae tipo b,95,0,211425,199771,65.2174,94.4879,3.34004,1
SP,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,592417,585120,75.0388,98.7683,1.04047,1
PR,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,150073,149740,67.1679,99.7781,-0.379423,1
SC,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,85111,82728,71.3311,97.2001,1.16247,1
RS,2010,0,3,0,,Haemophilus influenzae tipo b,95,0,133057,123410,55.2419,92.7497,3.50678,1
MS,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,40620,40581,78.2051,99.904,0.721695,1
MT,2010,0,3,0,,Haemophilus influenzae tipo b,95,0,52325,47455,72.3404,90.6928,0.769504,1
GO,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,90153,88572,70.7317,98.2463,2.87732,1
DF,2010,0,3,0,,Haemophilus influenzae tipo b,95,1,41833,41451,0.0,99.0868,0.558967,1
RO,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,26268,28053,75.0,106.795,,0
AC,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,17044,17918,40.9091,105.128,,0
AM,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,79194,78664,77.4194,99.3308,,0
RR,2011,0,1,0,,Haemophilus influenzae tipo b,95,0,10322,9777,73.3333,94.72,,0
PA,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,149903,147706,77.6224,98.5344,,0
AP,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,15848,15067,62.5,95.0719,,0
TO,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,25510,24611,74.1007,96.4759,,0
MA,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,126286,131300,82.9493,103.97,,0
PI,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,50423,50582,78.125,100.315,,0
CE,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,131129,128195,88.0435,97.7625,,0
RN,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,49505,49939,79.6407,100.877,,0
PB,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,56253,60367,71.3004,107.313,,0
PE,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,142740,152907,85.4054,107.123,,0
AL,2011,0,1,0,,Haemophilus influenzae tipo b,95,0,55517,52305,82.3529,94.2144,,0
SE,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,34666,36081,92.0,104.082,,0
BA,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,215379,224112,84.8921,104.055,,0
MG,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,261351,261321,84.6424,99.9885,,0
ES,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,54201,53246,85.8974,98.238,,0
RJ,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,213515,224102,80.4348,104.958,,0
SP,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,598414,611430,84.9612,102.175,,0
PR,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,150794,154710,79.198,102.597,,0
SC,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,87229,87784,76.4505,100.636,,0
RS,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,135280,133101,67.9436,98.3893,,0
MS,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,41561,42977,82.0513,103.407,,0
MT,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,50479,49463,71.6312,97.9873,,0
GO,2011,0,1,0,,Haemophilus influenzae tipo b,95,1,93279,94435,79.6748,101.239,,0
DF,2011,0,1,0,,Haemophilus influenzae tipo b,95,0,41195,37819,0.0,91.8048,,0
RO,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,26268,27875,75.0,106.118,0.634513,0
AC,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,17044,16933,27.2727,99.3487,5.49727,0
AM,2011,0,2,0,,Haemophilus influenzae tipo b,95,0,79194,72935,53.2258,92.0966,7.28287,0
RR,2011,0,2,0,,Haemophilus influenzae tipo b,95,0,10322,9503,60.0,92.0655,2.8025,0
PA,2011,0,2,0,,Haemophilus influenzae tipo b,95,0,149903,140937,69.9301,94.0188,4.58275,0
AP,2011,0,2,0,,Haemophilus influenzae tipo b,95,0,15848,14178,56.25,89.4624,5.90031,0
TO,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,25510,24906,76.259,97.6323,-1.19865,0
MA,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,126286,126573,76.9585,100.227,3.60015,0
PI,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,50423,51186,75.4464,101.513,-1.1941,0
CE,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,131129,129320,87.5,98.6204,-0.877569,0
RN,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,49505,49508,73.0539,100.006,0.863053,0
PB,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,56253,61011,72.1973,108.458,-1.06681,0
PE,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,142740,152923,90.8108,107.134,-0.0104639,0
AL,2011,0,2,0,,Haemophilus influenzae tipo b,95,0,55517,52062,86.2745,93.7767,0.464583,0
SE,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,34666,35990,90.6667,103.819,0.25221,0
BA,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,215379,221060,81.5348,102.638,1.36182,0
MG,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,261351,264665,84.408,101.268,-1.27965,0
ES,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,54201,53431,88.4615,98.5794,-0.347444,0
RJ,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,213515,216086,72.8261,101.204,3.57694,0
SP,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,598414,605644,81.5504,101.208,0.946306,0
PR,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,150794,151686,75.188,100.592,1.95462,0
SC,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,87229,86377,72.3549,99.0233,1.6028,0
RS,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,135280,131273,65.5242,97.038,1.37339,0
MS,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,41561,41978,71.7949,101.003,2.3245,0
MT,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,50479,49029,68.7943,97.1275,0.877424,0
GO,2011,0,2,0,,Haemophilus influenzae tipo b,95,1,93279,92645,81.3008,99.3203,1.89548,0
DF,2011,0,2,0,,Haemophilus influenzae tipo b,95,0,41195,36700,0.0,89.0885,2.95883,0
RO,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,26268,27883,84.6154,106.148,0.605996,1
AC,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,17044,16397,31.8182,96.2039,8.48867,1
AM,2011,0,3,0,,Haemophilus influenzae tipo b,95,0,79194,68920,45.1613,87.0268,12.3869,1
RR,2011,0,3,0,,Haemophilus influenzae tipo b,95,0,10322,9241,60.0,89.5272,5.48225,1
PA,2011,0,3,0,,Haemophilus influenzae tipo b,95,0,149903,137186,62.2378,91.5165,7.12226,1
AP,2011,0,3,0,,Haemophilus influenzae tipo b,95,0,15848,12859,37.5,81.1396,14.6545,1
TO,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,25510,25077,78.4173,98.3026,-1.89346,1
MA,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,126286,124009,71.4286,98.197,5.55293,1
PI,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,50423,50772,74.5536,100.692,-0.375628,1
CE,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,131129,131553,95.1087,100.323,-2.61945,1
RN,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,49505,47455,70.6587,95.859,4.97407,1
PB,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,56253,61108,70.4036,108.631,-1.22749,1
PE,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,142740,151859,85.9459,106.389,0.685384,1
AL,2011,0,3,0,,Haemophilus influenzae tipo b,95,0,55517,50105,76.4706,90.2516,4.2061,1
SE,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,34666,36278,89.3333,104.65,-0.545994,1
BA,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,215379,214776,71.9424,99.72,4.16577,1
MG,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,261351,263273,82.7667,100.735,-0.746974,1
ES,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,54201,54613,87.1795,100.76,-2.56733,1
RJ,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,213515,211244,69.5652,98.9364,5.73757,1
SP,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,598414,603470,78.2946,100.845,1.30187,1
PR,2011,0,3,0,,Haemophilus influenzae tipo b,95,1,150794,154949,75.188,102.755,-0.154483,1
