"","process","gene_set_specific","immune_system","immune_sub_system","immune_tissue","go_term","genes","set_size_specific","set_size_nested"
"2262","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","PSMB8",549,549
"2263","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","RAB5B",549,549
"2264","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","WDFY4",549,549
"2265","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","RAB3B",549,549
"2266","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","RAB10",549,549
"2267","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","RAB6A",549,549
"2268","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","FLT1",549,549
"2269","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CCL20",549,549
"2270","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","RPS19",549,549
"2271","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CXCL9",549,549
"2272","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","SRP54",549,549
"2273","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ITGA1",549,549
"2274","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TGFB2",549,549
"2275","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","EDN3",549,549
"2276","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","PPIB",549,549
"2277","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DPEP1",549,549
"2278","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CD300H",549,549
"2279","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","VAV1",549,549
"2280","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CXCL3",549,549
"2281","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","BSG",549,549
"2282","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CXCL5",549,549
"2283","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","PF4V1",549,549
"2284","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CXADR",549,549
"2285","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","PPIA",549,549
"2286","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CXCL1",549,549
"2287","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CXCL2",549,549
"2288","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DAPK1",549,549
"2289","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","WAS",549,549
"2290","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","STXBP1",549,549
"2291","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","AQP4",549,549
"2292","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","STXBP4",549,549
"2293","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CD47",549,549
"2294","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","STX4",549,549
"2295","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CLDN1",549,549
"2296","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","GBP6",549,549
"2297","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","GBP1",549,549
"2298","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ACTG1",549,549
"2299","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","RAB43",549,549
"2300","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","IL12RB1",549,549
"2301","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","RPS6KB1",549,549
"2302","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","MRC1",549,549
"2303","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TDGF1",549,549
"2304","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","MYO1C",549,549
"2305","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ACTR2",549,549
"2306","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ACTR3",549,549
"2307","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","FASLG",549,549
"2308","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","VIM",549,549
"2309","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CD58",549,549
"2310","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CALM1",549,549
"2311","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","GBP7",549,549
"2312","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","WNT5A",549,549
"2313","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ACOD1",549,549
"2314","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","PPARG",549,549
"2315","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","PML",549,549
"2316","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","REL",549,549
"2317","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","APOBEC3F",549,549
"2318","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DEFB108B",549,549
"2319","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","MST1R",549,549
"2320","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","BPI",549,549
"2321","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRGV8",549,549
"2322","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ADARB1",549,549
"2323","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM27",549,549
"2324","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","PTX3",549,549
"2325","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DEFB125",549,549
"2326","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRDV1",549,549
"2327","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","SSC5D",549,549
"2328","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","GSDMD",549,549
"2329","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","STMP1",549,549
"2330","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM26",549,549
"2331","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TARM1",549,549
"2332","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM51G",549,549
"2333","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TAC1",549,549
"2334","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","RFPL4A",549,549
"2335","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","METTL3",549,549
"2336","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRGV2",549,549
"2337","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","MIF",549,549
"2338","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIML2",549,549
"2339","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CFD",549,549
"2340","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","NLRP2B",549,549
"2341","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","IFI6",549,549
"2342","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TAX1BP1",549,549
"2343","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRAF2",549,549
"2344","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","LILRA5",549,549
"2345","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TTC4",549,549
"2346","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","LILRA4",549,549
"2347","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CYBA",549,549
"2348","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","PARP1",549,549
"2349","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CD46",549,549
"2350","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","SERINC5",549,549
"2351","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DEFB131A",549,549
"2352","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","SARM1",549,549
"2353","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","LY86",549,549
"2354","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM23",549,549
"2355","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","JAK3",549,549
"2356","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CD160",549,549
"2357","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","FGR",549,549
"2358","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","BPIFB3",549,549
"2359","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","RFPL4AL1",549,549
"2360","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","MAP4K2",549,549
"2361","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM77",549,549
"2362","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","C1S",549,549
"2363","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM64C",549,549
"2364","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRGV4",549,549
"2365","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DEFB128",549,549
"2366","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","PELI3",549,549
"2367","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","APOBEC3A",549,549
"2368","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRGV5",549,549
"2369","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TMEM33",549,549
"2370","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DEFB108A",549,549
"2371","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","VNN1",549,549
"2372","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ADAR",549,549
"2373","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","APOBEC3H",549,549
"2374","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","GZMM",549,549
"2375","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DEFB131B",549,549
"2376","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","FRK",549,549
"2377","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","NCF1",549,549
"2378","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","NLRC5",549,549
"2379","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM40",549,549
"2380","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TNFAIP8L2",549,549
"2381","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM64B",549,549
"2382","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","C4B",549,549
"2383","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM22",549,549
"2384","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM48",549,549
"2385","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CLEC10A",549,549
"2386","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DEFB105A",549,549
"2387","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ARG2",549,549
"2388","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","PARP9",549,549
"2389","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CR1",549,549
"2390","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DEFB124",549,549
"2391","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","KRT16",549,549
"2392","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","NCF2",549,549
"2393","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","MASP2",549,549
"2394","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CFH",549,549
"2395","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM49D1",549,549
"2396","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","C1QBP",549,549
"2397","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","HK1",549,549
"2398","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","BPIFC",549,549
"2399","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CFP",549,549
"2400","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","NEDD4",549,549
"2401","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CASP4",549,549
"2402","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TREML1",549,549
"2403","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","WFDC3",549,549
"2404","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","GARIN5A",549,549
"2405","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","WFDC10B",549,549
"2406","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","WFDC13",549,549
"2407","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM49C",549,549
"2408","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CD55",549,549
"2409","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM59",549,549
"2410","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","NFKB2",549,549
"2411","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","MMP3",549,549
"2412","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM64",549,549
"2413","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ANKHD1",549,549
"2414","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","SDHAF4",549,549
"2415","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","F12",549,549
"2416","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","UBA7",549,549
"2417","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DEFB123",549,549
"2418","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DEFB132",549,549
"2419","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","USP27X",549,549
"2420","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","NLRX1",549,549
"2421","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","PLPP6",549,549
"2422","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","SPIRE1",549,549
"2423","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","NLRP9",549,549
"2424","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ZC3HAV1",549,549
"2425","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","MX2",549,549
"2426","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","PI3",549,549
"2427","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ZNF683",549,549
"2428","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","IL27",549,549
"2429","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","C4A",549,549
"2430","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","OTUD4",549,549
"2431","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DHX9",549,549
"2432","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","C1R",549,549
"2433","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM49B",549,549
"2434","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM43B",549,549
"2435","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRDV2",549,549
"2436","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","NFKB1",549,549
"2437","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","LCN2",549,549
"2438","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","C7",549,549
"2439","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","SRPK2",549,549
"2440","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","USP14",549,549
"2441","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","IL34",549,549
"2442","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM49",549,549
"2443","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","SLC15A3",549,549
"2444","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ENDOD1",549,549
"2445","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","SUSD4",549,549
"2446","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ZAP70",549,549
"2447","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","NQO1",549,549
"2448","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","IPO7",549,549
"2449","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DDX60",549,549
"2450","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","C6",549,549
"2451","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","C4BPB",549,549
"2452","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TREML4",549,549
"2453","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CRISP3",549,549
"2454","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","ARID5A",549,549
"2455","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRDV3",549,549
"2456","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","WFDC9",549,549
"2457","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DEFB107A",549,549
"2458","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CFB",549,549
"2459","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","MASP1",549,549
"2460","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIML1",549,549
"2461","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","CR2",549,549
"2462","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM58",549,549
"2463","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","WFDC11",549,549
"2464","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","DAB2IP",549,549
"2465","INNATE IMMUNE SYSTEM","Innate immune system","Innate","General","General","Manual insertion","TRIM68",549,549
"2466","MACROPHAGES","Homeostasis, Macrophage","Innate","APC","Macrophage","GO:0061519","LIPA",2,35
"2467","MACROPHAGES","Homeostasis, Macrophage","Innate","APC","Macrophage","GO:0061519","CSF1",2,35
"2468","MACROPHAGES","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517","ROR2",5,35
"2469","MACROPHAGES","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517","MCOLN2",5,35
"2470","MACROPHAGES","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517","BCR",5,35
"2471","MACROPHAGES","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517","CCR2",5,35
"2472","MACROPHAGES","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517","B4GALT1",5,35
"2473","MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281","TICAM1",7,35
"2474","MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281","IFI35",7,35
"2475","MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281","IL33",7,35
"2476","MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281","PRKCE",7,35
"2477","MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281","SYK",7,35
"2478","MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281","LBP",7,35
"2479","MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281","PLCG2",7,35
"2480","MACROPHAGES","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116","IL13",10,35
"2481","MACROPHAGES","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116","HAMP",10,35
"2482","MACROPHAGES","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116","CRTC3",10,35
"2483","MACROPHAGES","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116","JMJD6",10,35
"2484","MACROPHAGES","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116","FCGR3A",10,35
"2485","MACROPHAGES","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116","TMEM229B",10,35
"2486","MACROPHAGES","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116","SLC11A1",10,35
"2487","MACROPHAGES","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116","ADGRF5",10,35
"2488","MACROPHAGES","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116","TLR4",10,35
"2489","MACROPHAGES","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116","EDN2",10,35
"2490","MACROPHAGES","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246","SFTPD",12,35
"2491","MACROPHAGES","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246","CCL2",12,35
"2492","MACROPHAGES","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246","LGALS3",12,35
"2493","MACROPHAGES","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246","AZU1",12,35
"2494","MACROPHAGES","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246","EDNRB",12,35
"2495","MACROPHAGES","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246","EDN2",12,35
"2496","MACROPHAGES","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246","RPL13A",12,35
"2497","MACROPHAGES","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246","CXCL17",12,35
"2498","MACROPHAGES","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246","CCL5",12,35
"2499","MACROPHAGES","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246","SAA1",12,35
"2500","MACROPHAGES","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246","CCL3",12,35
"2501","MACROPHAGES","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246","MMP2",12,35
"2502","T CELLS","Lineage commitment, abT cell","Adaptive","Cellular","T cell","GO:0002363","RHOA",1,233
"2503","T CELLS","Lineage commitment, CD4+ OR CD8+, abT cell","Adaptive","Cellular","T cell","GO:0043369","BRAF",1,233
"2504","T CELLS","Activation, CD4+, abT cell","Adaptive","Cellular","T cell","GO:0035710","CDH26",1,233
"2505","T CELLS","Costimulation, CD4+, abT cell","Adaptive","Cellular","T cell","GO:0035783","CD81",1,233
"2506","T CELLS","Lineage commitment, CD4+, abT cell","Adaptive","Cellular","T cell","GO:0043373","TOX",1,233
"2507","T CELLS","Lineage commitment, CD4+, CD25+, abTreg","Adaptive","Cellular","T cell","GO:0002362","TOX",1,233
"2508","T CELLS","Differentiation, Immune response, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0002302","EOMES",1,233
"2509","T CELLS","Differentiation, CD8+, gdT cell, Intraepithelial","Adaptive","Cellular","T cell","GO:0002305","KLRC1",1,233
"2510","T CELLS","Degranulation, Cytotoxic T cell","Adaptive","Cellular","T cell","GO:0043316","RAB27A",1,233
"2511","T CELLS","Differentiation , DN4 thymocyte","Adaptive","Cellular","T cell","GO:1904157","ABL1",1,233
"2512","T CELLS","Selection, T cell, Extrathymic","Adaptive","Cellular","T cell","GO:0045062","IL15",1,233
"2513","T CELLS","Extravasation, Th cell","Adaptive","Cellular","T cell","GO:0035684","CCL2",1,233
"2514","T CELLS","Activation, T cell, Memory","Adaptive","Cellular","T cell","GO:0035709","TNFSF4",1,233
"2515","T CELLS","Extravasation, T cell, Memory","Adaptive","Cellular","T cell","GO:0035683","ITGAL",1,233
"2516","T CELLS","Proliferation, T cell, Memory","Adaptive","Cellular","T cell","GO:0061485","DOCK8",1,233
"2517","T CELLS","Selection-, T cell, Memory","Adaptive","Cellular","T cell","GO:0043383","THEMIS",1,233
"2518","T CELLS","Regulation+, glyProtein, Immunological synapse","Adaptive","Cellular","T cell","GO:2000526","CCR7",1,233
"2519","T CELLS","Differentiation, Treg cell","Adaptive","Cellular","T cell","GO:0045066","CD28",1,233
"2520","T CELLS","Differentiation, T cell, Immune response","Adaptive","Cellular","T cell","GO:0002292","FCER1G",1,233
"2521","T CELLS","Homeostasis, Proliferation, T cell","Adaptive","Cellular","T cell","GO:0001777","BAX",1,233
"2522","T CELLS","Migration, Meandering, T cell","Adaptive","Cellular","T cell","GO:0120117","MYO1G",1,233
